Name:,Marcia Ahn
Email:,mfa5876@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,Data by Marcia; small fixes by Adam

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
147,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 387 MPa,1323.0,3.67e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
148,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1323.0,4.2e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
149,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1584.77,6.9e-05,None,s-1,F12,10.1016/j.msea.2006.08.125
150,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1574.8,5.49e-05,None,s-1,F12,10.1016/j.msea.2006.08.125
151,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1567.4,4.56e-05,None,s-1,F12,10.1016/j.msea.2006.08.125
152,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1560.06,3.68e-05,None,s-1,F12,10.1016/j.msea.2006.08.125
153,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1550.39,2.85e-05,None,s-1,F12,10.1016/j.msea.2006.08.125
154,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1540.83,2.26e-05,None,s-1,F12,10.1016/j.msea.2006.08.125
155,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1529.05,1.7e-05,None,s-1,F12,10.1016/j.msea.2006.08.125
156,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1519.76,1.28e-05,None,s-1,F12,10.1016/j.msea.2006.08.125
157,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1508.3,9.34e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
158,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1494.77,6.82e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
159,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1485.88,5.27e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
160,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1459.85,2.66e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
161,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1451.38,2.05e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
162,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1440.92,1.59e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
163,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1430.62,1.19e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
164,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1420.45,8.97e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
165,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1410.44,6.74e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
166,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1400.56,5.07e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
167,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1392.76,3.92e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
168,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1383.13,3.03e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
169,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1375.52,2.41e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
170,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1360.54,1.53e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
171,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1351.35,1.21e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
172,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1344.09,9.94e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
173,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,HIP,None,creep rate,EXP,stress = 150 MPa,1335.11,7.69e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
174,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1587.3,4.84e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
175,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1577.29,3.96e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
176,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1567.4,3.24e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
177,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1557.63,2.58e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
178,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1547.99,2.05e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
179,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1538.46,1.59e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
180,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1529.05,1.26e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
181,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1519.76,1.01e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
182,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1508.3,8e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
183,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1501.5,6.37e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
184,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1492.54,5.07e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
185,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1483.68,4.15e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
186,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1474.97,3.4e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
187,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1466.28,2.78e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
188,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1457.73,2.21e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
189,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1451.38,1.76e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
190,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1433.0,1.48e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
191,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1426.53,9.94e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
192,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1418.44,7.91e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
193,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1410.44,6.48e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
194,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1402.52,5.15e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
195,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1394.7,4.22e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
196,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1386.96,3.56e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
197,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1377.41,2.67e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
198,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1369.86,2.13e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
199,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1360.54,1.69e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
200,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1351.35,1.35e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
201,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1344.09,1.1e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
202,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1336.89,9e-09,None,s-1,F12,10.1016/j.msea.2006.08.125
203,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1329.79,7.2e-09,None,s-1,F12,10.1016/j.msea.2006.08.125
204,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1322.75,6.1e-09,None,s-1,F12,10.1016/j.msea.2006.08.125
205,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 279.6 MPa,923.0,4.2e-09,None,s-1,F2,10.1016/S0022-3115(02)01014-0
206,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 320.1 MPa,923.0,6.9e-09,None,s-1,F2,10.1016/S0022-3115(02)01014-0
207,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 335.5 MPa,923.0,9.2e-09,None,s-1,F2,10.1016/S0022-3115(02)01014-0
208,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 349.7 MPa,923.0,2.05e-08,None,s-1,F2,10.1016/S0022-3115(02)01014-0
209,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 372.3 MPa,923.0,2.28e-08,None,s-1,F2,10.1016/S0022-3115(02)01014-0
210,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 159.5 MPa,973.0,4e-09,None,s-1,F2,10.1016/S0022-3115(02)01014-0
211,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 178.8 MPa,973.0,5.8e-09,None,s-1,F2,10.1016/S0022-3115(02)01014-0
212,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 199.4 MPa,973.0,6.2e-09,None,s-1,F2,10.1016/S0022-3115(02)01014-0
213,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 249.4 MPa,973.0,1.31e-08,None,s-1,F2,10.1016/S0022-3115(02)01014-0
214,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 149 MPa,998.0,6.7e-09,None,s-1,F2,10.1016/S0022-3115(02)01014-0
215,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 177 MPa,998.0,1.03e-08,None,s-1,F2,10.1016/S0022-3115(02)01014-0
216,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 197.4 MPa,998.0,2.29e-08,None,s-1,F2,10.1016/S0022-3115(02)01014-0
217,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 228.3 MPa,998.0,3.34e-08,None,s-1,F2,10.1016/S0022-3115(02)01014-0
218,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 256.7 MPa,998.0,7.39e-08,None,s-1,F2,10.1016/S0022-3115(02)01014-0
219,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 89.09 MPa,1073.0,1.22e-08,None,s-1,F2,10.1016/S0022-3115(02)01014-0
220,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 149.7 MPa,1073.0,2.32e-08,None,s-1,F2,10.1016/S0022-3115(02)01014-0
221,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 109.5 MPa,1073.0,2.7e-08,None,s-1,F2,10.1016/S0022-3115(02)01014-0
222,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 129.1 MPa,1073.0,5.48e-08,None,s-1,F2,10.1016/S0022-3115(02)01014-0
223,Cr3.91 Ti4.25 V91.84,BCC,None,None,creep rate,EXP,stress = 175.2 MPa,1073.0,1.139e-07,None,s-1,F2,10.1016/S0022-3115(02)01014-0
224,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 90.43 MPa,923.0,3.78e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
225,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 94.1 MPa,923.0,3.97e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
226,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 98.21 MPa,923.0,4.8e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
227,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 102.5 MPa,923.0,4.51e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
228,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 104.6 MPa,923.0,5.37e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
229,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 108.7 MPa,923.0,7.39e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
230,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 111.3 MPa,923.0,7.27e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
231,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 114.2 MPa,923.0,8.26e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
232,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 118.7 MPa,923.0,7.94e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
233,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 119.2 MPa,923.0,1.032e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
234,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 123 MPa,923.0,1.192e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
235,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 124.8 MPa,923.0,1.066e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
236,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 127.6 MPa,923.0,1.041e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
237,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 129.1 MPa,923.0,1.173e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
238,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 130.2 MPa,923.0,1.613e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
239,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 133.6 MPa,923.0,1.639e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
240,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 73.03 MPa,948.0,2.66e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
241,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 77.09 MPa,948.0,2.75e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
242,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 78.76 MPa,948.0,3.33e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
243,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 82.31 MPa,948.0,3.2e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
244,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 83.73 MPa,948.0,4.03e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
245,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 87.14 MPa,948.0,5.82e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
246,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 90.68 MPa,948.0,6.93e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
247,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 93.84 MPa,948.0,7.51e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
248,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 96.27 MPa,948.0,8.39e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
249,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 100.8 MPa,948.0,9.38e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
250,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 102.8 MPa,948.0,8.87e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
251,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 104.3 MPa,948.0,1.23e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
252,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 108 MPa,948.0,1.525e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
253,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 112.6 MPa,948.0,1.613e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
254,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 115.2 MPa,948.0,1.775e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
255,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 116.5 MPa,948.0,2.115e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
256,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 120.6 MPa,948.0,2.218e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
257,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 122.6 MPa,948.0,2.402e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
258,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 58.98 MPa,973.0,2.06e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
259,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 61.91 MPa,973.0,2.35e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
260,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 63.52 MPa,973.0,2.17e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
261,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 64.61 MPa,973.0,2.88e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
262,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 67.53 MPa,973.0,4.88e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
263,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 71.39 MPa,973.0,6.2e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
264,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 74.93 MPa,973.0,6.1e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
265,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 78.42 MPa,973.0,7.39e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
266,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 82.78 MPa,973.0,9.16e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
267,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 85.05 MPa,973.0,1.163e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
268,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 88.14 MPa,973.0,1.443e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
269,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 91.98 MPa,973.0,1.692e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
270,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 97.38 MPa,973.0,2.218e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
271,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 102.5 MPa,973.0,2.686e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
272,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 105.8 MPa,973.0,3.2e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
273,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 109.8 MPa,973.0,3.813e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
274,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 112.9 MPa,973.0,4.472e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
275,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 116.2 MPa,973.0,4.843e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
276,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 118.9 MPa,973.0,5.864e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
277,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 127.6 MPa,973.0,6.987e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
278,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 121.6 MPa,973.0,8.459e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
279,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 126.6 MPa,973.0,8.595e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
280,Al0.15 Co0.2125  Cr0.2125 Fe0.2125 Ni0.2125,FCC,None,None,creep rate,EXP,stress = 128.7 MPa,973.0,9.161e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
281,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 124.4 MPa,853.0,2.13e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
282,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 125.8 MPa,853.0,2.58e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
283,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 129.8 MPa,853.0,3.91e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
284,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 133.8 MPa,853.0,4.2e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
285,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 139.6 MPa,853.0,5.33e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
